JobID|JobName|MaxRSS|Elapsed|ReqMem|
35256075_685.extern|extern|772K|00:04:31|1Gn|
35256075_686|kplr000893647array.sh||00:04:29|1Gn|
35256075_686.batch|batch|8920K|00:04:29|1Gn|
35256075_686.extern|extern|772K|00:04:29|1Gn|
35256075_687|kplr000893647array.sh||00:04:18|1Gn|
35256075_687.batch|batch|8940K|00:04:18|1Gn|
35256075_687.extern|extern|776K|00:04:24|1Gn|
35256075_688|kplr000893647array.sh||00:04:11|1Gn|
35256075_688.batch|batch|8928K|00:04:11|1Gn|
35256075_688.extern|extern|776K|00:04:11|1Gn|
35256075_689|kplr000893647array.sh||00:04:16|1Gn|
35256075_689.batch|batch|8916K|00:04:16|1Gn|
35256075_689.extern|extern|776K|00:04:16|1Gn|
35256075_690|kplr000893647array.sh||00:03:50|1Gn|
35256075_690.batch|batch|8932K|00:03:50|1Gn|
35256075_690.extern|extern|776K|00:03:50|1Gn|
35256075_691|kplr000893647array.sh||00:03:39|1Gn|
35256075_691.batch|batch|8928K|00:03:39|1Gn|
35256075_691.extern|extern|772K|00:03:39|1Gn|
35256075_692|kplr000893647array.sh||00:03:44|1Gn|
35256075_692.batch|batch|8924K|00:03:44|1Gn|
35256075_692.extern|extern|772K|00:03:44|1Gn|
35256075_693|kplr000893647array.sh||00:03:26|1Gn|
35256075_693.batch|batch|8924K|00:03:26|1Gn|
35256075_693.extern|extern|772K|00:03:26|1Gn|
35256075_694|kplr000893647array.sh||00:03:26|1Gn|
35256075_694.batch|batch|8920K|00:03:26|1Gn|
35256075_694.extern|extern|772K|00:03:26|1Gn|
35256075_695|kplr000893647array.sh||00:03:24|1Gn|
35256075_695.batch|batch|8920K|00:03:24|1Gn|
35256075_695.extern|extern|776K|00:03:24|1Gn|
35256075_696|kplr000893647array.sh||00:03:24|1Gn|
35256075_696.batch|batch|8920K|00:03:24|1Gn|
35256075_696.extern|extern|776K|00:03:24|1Gn|
35256075_697|kplr000893647array.sh||00:03:07|1Gn|
35256075_697.batch|batch|8916K|00:03:07|1Gn|
35256075_697.extern|extern|772K|00:03:07|1Gn|
35256075_698|kplr000893647array.sh||00:03:03|1Gn|
35256075_698.batch|batch|8888K|00:03:03|1Gn|
35256075_698.extern|extern|776K|00:03:03|1Gn|
35256075_699|kplr000893647array.sh||00:03:01|1Gn|
35256075_699.batch|batch|8936K|00:03:01|1Gn|
35256075_699.extern|extern|780K|00:03:01|1Gn|
35256075_700|kplr000893647array.sh||00:03:27|1Gn|
35256075_700.batch|batch|8924K|00:03:27|1Gn|
35256075_700.extern|extern|772K|00:03:27|1Gn|
35256075_701|kplr000893647array.sh||01:57:14|1Gn|
35256075_701.batch|batch|8940K|01:57:14|1Gn|
35256075_701.extern|extern|776K|01:57:14|1Gn|
35256075_702|kplr000893647array.sh||01:24:17|1Gn|
35256075_702.batch|batch|8936K|01:24:17|1Gn|
35256075_702.extern|extern|776K|01:24:18|1Gn|
35256075_703|kplr000893647array.sh||00:58:20|1Gn|
35256075_703.batch|batch|8932K|00:58:20|1Gn|
35256075_703.extern|extern|776K|00:58:20|1Gn|
35256075_704|kplr000893647array.sh||00:53:13|1Gn|
35256075_704.batch|batch|8940K|00:53:13|1Gn|
35256075_704.extern|extern|772K|00:53:13|1Gn|
35256075_705|kplr000893647array.sh||00:36:44|1Gn|
35256075_705.batch|batch|8940K|00:36:44|1Gn|
35256075_705.extern|extern|776K|00:36:44|1Gn|
35256075_706|kplr000893647array.sh||00:32:47|1Gn|
35256075_706.batch|batch|8936K|00:32:47|1Gn|
35256075_706.extern|extern|772K|00:32:47|1Gn|
35256075_707|kplr000893647array.sh||00:22:48|1Gn|
35256075_707.batch|batch|8928K|00:22:48|1Gn|
35256075_707.extern|extern|776K|00:22:48|1Gn|
35256075_708|kplr000893647array.sh||00:14:54|1Gn|
35256075_708.batch|batch|8936K|00:14:54|1Gn|
35256075_708.extern|extern|772K|00:14:54|1Gn|
35256075_709|kplr000893647array.sh||00:08:46|1Gn|
35256075_709.batch|batch|8936K|00:08:46|1Gn|
35256075_709.extern|extern|776K|00:08:46|1Gn|
35256075_710|kplr000893647array.sh||00:08:23|1Gn|
35256075_710.batch|batch|8932K|00:08:23|1Gn|
35256075_710.extern|extern|776K|00:08:23|1Gn|
35256075_711|kplr000893647array.sh||00:07:31|1Gn|
35256075_711.batch|batch|8932K|00:07:31|1Gn|
35256075_711.extern|extern|776K|00:07:31|1Gn|
35256075_712|kplr000893647array.sh||00:08:56|1Gn|
35256075_712.batch|batch|8932K|00:08:56|1Gn|
35256075_712.extern|extern|776K|00:08:56|1Gn|
35256075_713|kplr000893647array.sh||00:07:35|1Gn|
35256075_713.batch|batch|8936K|00:07:35|1Gn|
35256075_713.extern|extern|772K|00:07:35|1Gn|
35256075_714|kplr000893647array.sh||00:07:13|1Gn|
35256075_714.batch|batch|8928K|00:07:13|1Gn|
35256075_714.extern|extern|776K|00:07:13|1Gn|
35256075_715|kplr000893647array.sh||00:06:37|1Gn|
35256075_715.batch|batch|8920K|00:06:37|1Gn|
35256075_715.extern|extern|776K|00:06:37|1Gn|
35256075_716|kplr000893647array.sh||00:06:14|1Gn|
35256075_716.batch|batch|8928K|00:06:14|1Gn|
35256075_716.extern|extern|772K|00:06:14|1Gn|
35256075_717|kplr000893647array.sh||00:06:06|1Gn|
35256075_717.batch|batch|8924K|00:06:06|1Gn|
35256075_717.extern|extern|772K|00:06:06|1Gn|
35256075_718|kplr000893647array.sh||00:06:28|1Gn|
35256075_718.batch|batch|8924K|00:06:28|1Gn|
35256075_718.extern|extern|772K|00:06:28|1Gn|
35256075_719|kplr000893647array.sh||00:05:53|1Gn|
35256075_719.batch|batch|8932K|00:05:53|1Gn|
35256075_719.extern|extern|776K|00:05:53|1Gn|
35256075_720|kplr000893647array.sh||00:05:39|1Gn|
35256075_720.batch|batch|8936K|00:05:39|1Gn|
35256075_720.extern|extern|776K|00:05:39|1Gn|
35256075_721|kplr000893647array.sh||00:05:37|1Gn|
35256075_721.batch|batch|8936K|00:05:37|1Gn|
35256075_721.extern|extern|772K|00:05:37|1Gn|
35256075_722|kplr000893647array.sh||00:05:04|1Gn|
35256075_722.batch|batch|8936K|00:05:04|1Gn|
35256075_722.extern|extern|776K|00:05:04|1Gn|
35256075_723|kplr000893647array.sh||00:04:39|1Gn|
35256075_723.batch|batch|8936K|00:04:39|1Gn|
35256075_723.extern|extern|772K|00:04:39|1Gn|
35256075_724|kplr000893647array.sh||00:04:54|1Gn|
35256075_724.batch|batch|8928K|00:04:54|1Gn|
35256075_724.extern|extern|776K|00:04:54|1Gn|
35256075_725|kplr000893647array.sh||00:05:44|1Gn|
35256075_725.batch|batch|8928K|00:05:44|1Gn|
35256075_725.extern|extern|772K|00:05:44|1Gn|
35256075_726|kplr000893647array.sh||00:05:20|1Gn|
35256075_726.batch|batch|8932K|00:05:20|1Gn|
35256075_726.extern|extern|772K|00:05:20|1Gn|
35256075_727|kplr000893647array.sh||00:05:45|1Gn|
35256075_727.batch|batch|8928K|00:05:45|1Gn|
35256075_727.extern|extern|776K|00:05:45|1Gn|
35256075_728|kplr000893647array.sh||00:04:56|1Gn|
35256075_728.batch|batch|8928K|00:04:56|1Gn|
35256075_728.extern|extern|772K|00:04:56|1Gn|
35256075_729|kplr000893647array.sh||00:04:51|1Gn|
35256075_729.batch|batch|8936K|00:04:51|1Gn|
35256075_729.extern|extern|776K|00:04:51|1Gn|
35256075_730|kplr000893647array.sh||00:04:57|1Gn|
35256075_730.batch|batch|8920K|00:04:57|1Gn|
35256075_730.extern|extern|776K|00:04:57|1Gn|
35256075_731|kplr000893647array.sh||00:04:43|1Gn|
35256075_731.batch|batch|8932K|00:04:43|1Gn|
35256075_731.extern|extern|776K|00:04:43|1Gn|
35256075_732|kplr000893647array.sh||00:05:00|1Gn|
35256075_732.batch|batch|8924K|00:05:00|1Gn|
35256075_732.extern|extern|772K|00:05:00|1Gn|
35256075_733|kplr000893647array.sh||00:05:13|1Gn|
35256075_733.batch|batch|8928K|00:05:13|1Gn|
35256075_733.extern|extern|776K|00:05:13|1Gn|
35256075_734|kplr000893647array.sh||00:04:45|1Gn|
35256075_734.batch|batch|8932K|00:04:45|1Gn|
35256075_734.extern|extern|772K|00:04:45|1Gn|
35256075_735|kplr000893647array.sh||00:04:34|1Gn|
35256075_735.batch|batch|8932K|00:04:34|1Gn|
35256075_735.extern|extern|776K|00:04:34|1Gn|
35256075_736|kplr000893647array.sh||00:04:27|1Gn|
35256075_736.batch|batch|8928K|00:04:27|1Gn|
35256075_736.extern|extern|772K|00:04:27|1Gn|
35256075_737|kplr000893647array.sh||00:04:14|1Gn|
35256075_737.batch|batch|8924K|00:04:14|1Gn|
35256075_737.extern|extern|776K|00:04:14|1Gn|
35256075_738|kplr000893647array.sh||00:04:26|1Gn|
35256075_738.batch|batch|8924K|00:04:26|1Gn|
35256075_738.extern|extern|776K|00:04:26|1Gn|
35256075_739|kplr000893647array.sh||00:04:24|1Gn|
35256075_739.batch|batch|8928K|00:04:24|1Gn|
35256075_739.extern|extern|780K|00:04:25|1Gn|
35256075_740|kplr000893647array.sh||00:03:59|1Gn|
35256075_740.batch|batch|8924K|00:03:59|1Gn|
35256075_740.extern|extern|780K|00:03:59|1Gn|
35256075_741|kplr000893647array.sh||00:04:07|1Gn|
35256075_741.batch|batch|8924K|00:04:07|1Gn|
35256075_741.extern|extern|772K|00:04:07|1Gn|
35256075_742|kplr000893647array.sh||00:04:02|1Gn|
35256075_742.batch|batch|8936K|00:04:02|1Gn|
35256075_742.extern|extern|776K|00:04:02|1Gn|
35256075_743|kplr000893647array.sh||00:04:07|1Gn|
35256075_743.batch|batch|8936K|00:04:07|1Gn|
35256075_743.extern|extern|768K|00:04:07|1Gn|
35256075_744|kplr000893647array.sh||00:03:57|1Gn|
35256075_744.batch|batch|8924K|00:03:57|1Gn|
35256075_744.extern|extern|772K|00:03:57|1Gn|
35256075_745|kplr000893647array.sh||00:03:57|1Gn|
35256075_745.batch|batch|8924K|00:03:57|1Gn|
35256075_745.extern|extern|776K|00:03:57|1Gn|
35256075_746|kplr000893647array.sh||00:03:42|1Gn|
35256075_746.batch|batch|8928K|00:03:42|1Gn|
35256075_746.extern|extern|772K|00:03:42|1Gn|
35256075_747|kplr000893647array.sh||00:03:32|1Gn|
35256075_747.batch|batch|8928K|00:03:32|1Gn|
35256075_747.extern|extern|772K|00:03:32|1Gn|
35256075_748|kplr000893647array.sh||00:03:42|1Gn|
35256075_748.batch|batch|8924K|00:03:42|1Gn|
35256075_748.extern|extern|776K|00:03:42|1Gn|
35256075_749|kplr000893647array.sh||00:03:39|1Gn|
35256075_749.batch|batch|8924K|00:03:39|1Gn|
35256075_749.extern|extern|772K|00:03:40|1Gn|
35256075_750|kplr000893647array.sh||00:03:49|1Gn|
35256075_750.batch|batch|8924K|00:03:49|1Gn|
35256075_750.extern|extern|772K|00:03:49|1Gn|
35256075_751|kplr000893647array.sh||01:53:24|1Gn|
35256075_751.extern|extern||01:53:24|1Gn|
35256075_752|kplr000893647array.sh||01:45:20|1Gn|
35256075_752.batch|batch|9348K|01:45:20|1Gn|
35256075_752.extern|extern|776K|01:45:20|1Gn|
35256075_753|kplr000893647array.sh||01:05:27|1Gn|
35256075_753.batch|batch|9344K|01:05:27|1Gn|
35256075_753.extern|extern|772K|01:05:27|1Gn|
35256075_754|kplr000893647array.sh||01:21:06|1Gn|
35256075_754.batch|batch|9352K|01:21:06|1Gn|
35256075_754.extern|extern|776K|01:21:06|1Gn|
35256075_755|kplr000893647array.sh||00:53:46|1Gn|
35256075_755.batch|batch|9352K|00:53:46|1Gn|
35256075_755.extern|extern|772K|00:53:46|1Gn|
35256075_756|kplr000893647array.sh||00:41:45|1Gn|
35256075_756.batch|batch|9352K|00:41:45|1Gn|
35256075_756.extern|extern|776K|00:41:45|1Gn|
35256075_757|kplr000893647array.sh||00:35:57|1Gn|
35256075_757.batch|batch|9352K|00:35:57|1Gn|
35256075_757.extern|extern|780K|00:35:57|1Gn|
35256075_758|kplr000893647array.sh||00:24:23|1Gn|
35256075_758.batch|batch|9340K|00:24:23|1Gn|
35256075_758.extern|extern|772K|00:24:24|1Gn|
35256075_759|kplr000893647array.sh||00:22:01|1Gn|
35256075_759.batch|batch|9352K|00:22:01|1Gn|
35256075_759.extern|extern|776K|00:22:01|1Gn|
35256075_760|kplr000893647array.sh||00:20:49|1Gn|
35256075_760.batch|batch|9348K|00:20:49|1Gn|
35256075_760.extern|extern|776K|00:20:49|1Gn|
35256075_761|kplr000893647array.sh||00:25:23|1Gn|
35256075_761.batch|batch|9348K|00:25:23|1Gn|
35256075_761.extern|extern|780K|00:25:23|1Gn|
35256075_762|kplr000893647array.sh||00:18:00|1Gn|
35256075_762.batch|batch|9348K|00:18:00|1Gn|
35256075_762.extern|extern|776K|00:18:00|1Gn|
35256075_763|kplr000893647array.sh||00:15:36|1Gn|
35256075_763.batch|batch|9348K|00:15:36|1Gn|
35256075_763.extern|extern|772K|00:15:36|1Gn|
35256075_764|kplr000893647array.sh||00:17:25|1Gn|
35256075_764.batch|batch|9344K|00:17:25|1Gn|
35256075_764.extern|extern|780K|00:17:25|1Gn|
35256075_765|kplr000893647array.sh||00:13:10|1Gn|
35256075_765.batch|batch|9344K|00:13:10|1Gn|
35256075_765.extern|extern|776K|00:13:10|1Gn|
35256075_766|kplr000893647array.sh||00:09:15|1Gn|
35256075_766.batch|batch|9348K|00:09:15|1Gn|
35256075_766.extern|extern|772K|00:09:15|1Gn|
35256075_767|kplr000893647array.sh||00:12:36|1Gn|
35256075_767.batch|batch|9340K|00:12:36|1Gn|
35256075_767.extern|extern|776K|00:12:36|1Gn|
35256075_768|kplr000893647array.sh||00:07:38|1Gn|
35256075_768.batch|batch|9340K|00:07:38|1Gn|
35256075_768.extern|extern|776K|00:07:38|1Gn|
35256075_769|kplr000893647array.sh||00:07:08|1Gn|
35256075_769.batch|batch|9340K|00:07:08|1Gn|
35256075_769.extern|extern|772K|00:07:08|1Gn|
35256075_770|kplr000893647array.sh||00:09:19|1Gn|
35256075_770.batch|batch|9340K|00:09:19|1Gn|
35256075_770.extern|extern|776K|00:09:19|1Gn|
35256075_771|kplr000893647array.sh||00:09:19|1Gn|
35256075_771.batch|batch|9352K|00:09:19|1Gn|
35256075_771.extern|extern|772K|00:09:20|1Gn|
35256075_772|kplr000893647array.sh||00:08:49|1Gn|
35256075_772.batch|batch|9332K|00:08:49|1Gn|
35256075_772.extern|extern|780K|00:08:50|1Gn|
35256075_773|kplr000893647array.sh||00:06:55|1Gn|
35256075_773.batch|batch|9340K|00:06:55|1Gn|
35256075_773.extern|extern|776K|00:06:55|1Gn|
35256075_774|kplr000893647array.sh||00:07:23|1Gn|
35256075_774.batch|batch|9344K|00:07:23|1Gn|
35256075_774.extern|extern|780K|00:07:23|1Gn|
35256075_775|kplr000893647array.sh||00:07:00|1Gn|
35256075_775.batch|batch|9352K|00:07:00|1Gn|
35256075_775.extern|extern|772K|00:07:00|1Gn|
35256075_776|kplr000893647array.sh||00:06:06|1Gn|
35256075_776.batch|batch|9340K|00:06:06|1Gn|
35256075_776.extern|extern|776K|00:06:06|1Gn|
35256075_777|kplr000893647array.sh||00:05:03|1Gn|
35256075_777.batch|batch|9344K|00:05:03|1Gn|
35256075_777.extern|extern|776K|00:05:03|1Gn|
35256075_778|kplr000893647array.sh||00:05:10|1Gn|
35256075_778.batch|batch|9344K|00:05:10|1Gn|
35256075_778.extern|extern|772K|00:05:10|1Gn|
35256075_779|kplr000893647array.sh||00:05:14|1Gn|
35256075_779.batch|batch|9348K|00:05:14|1Gn|
35256075_779.extern|extern|776K|00:05:14|1Gn|
35256075_780|kplr000893647array.sh||00:04:55|1Gn|
35256075_780.batch|batch|9344K|00:04:55|1Gn|
35256075_780.extern|extern|776K|00:04:55|1Gn|
35256075_781|kplr000893647array.sh||00:05:28|1Gn|
35256075_781.batch|batch|9340K|00:05:28|1Gn|
35256075_781.extern|extern|768K|00:05:28|1Gn|
35256075_782|kplr000893647array.sh||00:05:04|1Gn|
35256075_782.batch|batch|9340K|00:05:04|1Gn|
35256075_782.extern|extern|772K|00:05:04|1Gn|
35256075_783|kplr000893647array.sh||00:05:05|1Gn|
35256075_783.batch|batch|9336K|00:05:05|1Gn|
35256075_783.extern|extern|776K|00:05:06|1Gn|
35256075_784|kplr000893647array.sh||00:04:44|1Gn|
35256075_784.batch|batch|9348K|00:04:44|1Gn|
35256075_784.extern|extern|772K|00:04:44|1Gn|
35256075_785|kplr000893647array.sh||00:04:47|1Gn|
35256075_785.batch|batch|9340K|00:04:47|1Gn|
35256075_785.extern|extern|776K|00:04:47|1Gn|
35256075_786|kplr000893647array.sh||00:05:09|1Gn|
35256075_786.batch|batch|9348K|00:05:09|1Gn|
35256075_786.extern|extern|772K|00:05:10|1Gn|
35256075_787|kplr000893647array.sh||00:04:09|1Gn|
35256075_787.batch|batch|9348K|00:04:09|1Gn|
35256075_787.extern|extern|776K|00:04:09|1Gn|
35256075_788|kplr000893647array.sh||00:04:07|1Gn|
35256075_788.batch|batch|9352K|00:04:07|1Gn|
35256075_788.extern|extern|776K|00:04:07|1Gn|
35256075_789|kplr000893647array.sh||00:04:17|1Gn|
35256075_789.batch|batch|9336K|00:04:17|1Gn|
35256075_789.extern|extern|776K|00:04:20|1Gn|
35256075_790|kplr000893647array.sh||00:04:29|1Gn|
35256075_790.batch|batch|9332K|00:04:29|1Gn|
35256075_790.extern|extern|772K|00:04:29|1Gn|
35256075_791|kplr000893647array.sh||00:04:24|1Gn|
35256075_791.batch|batch|9344K|00:04:24|1Gn|
35256075_791.extern|extern|776K|00:04:24|1Gn|
35256075_792|kplr000893647array.sh||00:04:17|1Gn|
35256075_792.batch|batch|9340K|00:04:17|1Gn|
35256075_792.extern|extern|776K|00:04:20|1Gn|
35256075_793|kplr000893647array.sh||00:04:12|1Gn|
35256075_793.batch|batch|9336K|00:04:12|1Gn|
35256075_793.extern|extern|772K|00:04:12|1Gn|
35256075_794|kplr000893647array.sh||00:04:30|1Gn|
35256075_794.batch|batch|9344K|00:04:30|1Gn|
35256075_794.extern|extern|776K|00:04:30|1Gn|
35256075_795|kplr000893647array.sh||00:04:02|1Gn|
35256075_795.batch|batch|9344K|00:04:02|1Gn|
35256075_795.extern|extern|772K|00:04:02|1Gn|
35256075_796|kplr000893647array.sh||00:03:59|1Gn|
35256075_796.batch|batch|9348K|00:03:59|1Gn|
35256075_796.extern|extern|772K|00:03:59|1Gn|
35256075_797|kplr000893647array.sh||00:03:59|1Gn|
35256075_797.batch|batch|9356K|00:03:59|1Gn|
35256075_797.extern|extern|768K|00:03:59|1Gn|
35256075_798|kplr000893647array.sh||00:04:02|1Gn|
35256075_798.batch|batch|9356K|00:04:02|1Gn|
35256075_798.extern|extern|776K|00:04:02|1Gn|
35256075_799|kplr000893647array.sh||00:04:02|1Gn|
35256075_799.batch|batch|9344K|00:04:02|1Gn|
35256075_799.extern|extern|776K|00:04:02|1Gn|
35256075_800|kplr000893647array.sh||00:04:02|1Gn|
35256075_800.batch|batch|9340K|00:04:02|1Gn|
35256075_800.extern|extern|776K|00:04:02|1Gn|
35256075_801|kplr000893647array.sh||01:49:48|1Gn|
35256075_801.extern|extern||01:49:48|1Gn|
35256075_802|kplr000893647array.sh||01:19:09|1Gn|
35256075_802.batch|batch|9352K|01:19:09|1Gn|
35256075_802.extern|extern|780K|01:19:09|1Gn|
35256075_803|kplr000893647array.sh||00:58:38|1Gn|
35256075_803.batch|batch|9352K|00:58:38|1Gn|
35256075_803.extern|extern|772K|00:58:38|1Gn|
35256075_804|kplr000893647array.sh||01:19:19|1Gn|
35256075_804.batch|batch|9352K|01:19:19|1Gn|
35256075_804.extern|extern|772K|01:19:19|1Gn|
35256075_805|kplr000893647array.sh||00:57:12|1Gn|
35256075_805.batch|batch|9348K|00:57:12|1Gn|
35256075_805.extern|extern|776K|00:57:12|1Gn|
35256075_806|kplr000893647array.sh||00:46:12|1Gn|
35256075_806.batch|batch|9356K|00:46:12|1Gn|
35256075_806.extern|extern|768K|00:46:12|1Gn|
35256075_807|kplr000893647array.sh||00:41:21|1Gn|
35256075_807.batch|batch|9356K|00:41:21|1Gn|
35256075_807.extern|extern|776K|00:41:21|1Gn|
35256075_808|kplr000893647array.sh||00:22:25|1Gn|
35256075_808.batch|batch|9356K|00:22:25|1Gn|
35256075_808.extern|extern|772K|00:22:25|1Gn|
35256075_809|kplr000893647array.sh||00:15:14|1Gn|
35256075_809.batch|batch|9348K|00:15:14|1Gn|
35256075_809.extern|extern|772K|00:15:14|1Gn|
35256075_810|kplr000893647array.sh||00:13:22|1Gn|
35256075_810.batch|batch|9348K|00:13:22|1Gn|
35256075_810.extern|extern|772K|00:13:22|1Gn|
35256075_811|kplr000893647array.sh||00:13:59|1Gn|
35256075_811.batch|batch|9344K|00:13:59|1Gn|
35256075_811.extern|extern|776K|00:13:59|1Gn|
35256075_812|kplr000893647array.sh||00:13:19|1Gn|
35256075_812.batch|batch|9340K|00:13:19|1Gn|
35256075_812.extern|extern|776K|00:13:19|1Gn|
35256075_813|kplr000893647array.sh||00:15:34|1Gn|
35256075_813.batch|batch|9352K|00:15:34|1Gn|
35256075_813.extern|extern|772K|00:15:34|1Gn|
35256075_814|kplr000893647array.sh||00:12:04|1Gn|
35256075_814.batch|batch|9348K|00:12:04|1Gn|
35256075_814.extern|extern|776K|00:12:04|1Gn|
35256075_815|kplr000893647array.sh||00:10:34|1Gn|
35256075_815.batch|batch|9348K|00:10:34|1Gn|
35256075_815.extern|extern|768K|00:10:34|1Gn|
35256075_816|kplr000893647array.sh||00:07:48|1Gn|
35256075_816.batch|batch|9340K|00:07:48|1Gn|
35256075_816.extern|extern|776K|00:07:48|1Gn|
35256075_817|kplr000893647array.sh||00:07:45|1Gn|
35256075_817.batch|batch|9356K|00:07:45|1Gn|
35256075_817.extern|extern|776K|00:07:46|1Gn|
35256075_818|kplr000893647array.sh||00:07:31|1Gn|
35256075_818.batch|batch|9340K|00:07:31|1Gn|
35256075_818.extern|extern|776K|00:07:31|1Gn|
35256075_819|kplr000893647array.sh||00:06:55|1Gn|
35256075_819.batch|batch|9344K|00:06:55|1Gn|
35256075_819.extern|extern|776K|00:06:55|1Gn|
35256075_820|kplr000893647array.sh||00:06:24|1Gn|
35256075_820.batch|batch|9344K|00:06:24|1Gn|
35256075_820.extern|extern|772K|00:06:24|1Gn|
35256075_821|kplr000893647array.sh||00:06:39|1Gn|
35256075_821.batch|batch|9340K|00:06:39|1Gn|
35256075_821.extern|extern|772K|00:06:39|1Gn|
35256075_822|kplr000893647array.sh||00:06:24|1Gn|
35256075_822.batch|batch|9340K|00:06:24|1Gn|
35256075_822.extern|extern|772K|00:06:24|1Gn|
35256075_823|kplr000893647array.sh||00:05:49|1Gn|
35256075_823.batch|batch|9336K|00:05:49|1Gn|
35256075_823.extern|extern|772K|00:05:49|1Gn|
35256075_824|kplr000893647array.sh||00:06:15|1Gn|
35256075_824.batch|batch|9336K|00:06:15|1Gn|
35256075_824.extern|extern|772K|00:06:15|1Gn|
35256075_825|kplr000893647array.sh||00:05:28|1Gn|
35256075_825.batch|batch|9348K|00:05:28|1Gn|
35256075_825.extern|extern|772K|00:05:28|1Gn|
35256075_826|kplr000893647array.sh||00:06:12|1Gn|
35256075_826.batch|batch|9344K|00:06:12|1Gn|
35256075_826.extern|extern|772K|00:06:12|1Gn|
35256075_827|kplr000893647array.sh||00:05:17|1Gn|
35256075_827.batch|batch|9348K|00:05:17|1Gn|
35256075_827.extern|extern|776K|00:05:17|1Gn|
35256075_828|kplr000893647array.sh||00:05:17|1Gn|
35256075_828.batch|batch|9356K|00:05:17|1Gn|
35256075_828.extern|extern|776K|00:05:17|1Gn|
35256075_829|kplr000893647array.sh||00:05:28|1Gn|
35256075_829.batch|batch|9344K|00:05:28|1Gn|
35256075_829.extern|extern|768K|00:05:28|1Gn|
35256075_830|kplr000893647array.sh||00:04:59|1Gn|
35256075_830.batch|batch|9340K|00:04:59|1Gn|
35256075_830.extern|extern|776K|00:04:59|1Gn|
35256075_831|kplr000893647array.sh||00:05:09|1Gn|
35256075_831.batch|batch|9344K|00:05:09|1Gn|
35256075_831.extern|extern|768K|00:05:09|1Gn|
35256075_832|kplr000893647array.sh||00:04:50|1Gn|
35256075_832.batch|batch|9348K|00:04:50|1Gn|
35256075_832.extern|extern|776K|00:04:50|1Gn|
35256075_833|kplr000893647array.sh||00:05:20|1Gn|
35256075_833.batch|batch|9344K|00:05:20|1Gn|
35256075_833.extern|extern|768K|00:05:20|1Gn|
35256075_834|kplr000893647array.sh||00:04:56|1Gn|
35256075_834.batch|batch|9340K|00:04:56|1Gn|
35256075_834.extern|extern|772K|00:04:56|1Gn|
35256075_835|kplr000893647array.sh||00:04:42|1Gn|
35256075_835.batch|batch|9352K|00:04:42|1Gn|
35256075_835.extern|extern|772K|00:04:42|1Gn|
35256075_836|kplr000893647array.sh||00:05:02|1Gn|
35256075_836.batch|batch|9344K|00:05:02|1Gn|
35256075_836.extern|extern|780K|00:05:02|1Gn|
35256075_837|kplr000893647array.sh||00:04:39|1Gn|
35256075_837.batch|batch|9348K|00:04:39|1Gn|
35256075_837.extern|extern|772K|00:04:39|1Gn|
35256075_838|kplr000893647array.sh||00:04:26|1Gn|
35256075_838.batch|batch|9344K|00:04:26|1Gn|
35256075_838.extern|extern|776K|00:04:26|1Gn|
35256075_839|kplr000893647array.sh||00:04:24|1Gn|
35256075_839.batch|batch|9344K|00:04:24|1Gn|
35256075_839.extern|extern|772K|00:04:24|1Gn|
35256075_840|kplr000893647array.sh||00:04:23|1Gn|
35256075_840.batch|batch|9340K|00:04:23|1Gn|
35256075_840.extern|extern|776K|00:04:23|1Gn|
35256075_841|kplr000893647array.sh||00:04:26|1Gn|
35256075_841.batch|batch|9348K|00:04:26|1Gn|
35256075_841.extern|extern|776K|00:04:26|1Gn|
35256075_842|kplr000893647array.sh||00:04:16|1Gn|
35256075_842.batch|batch|9336K|00:04:16|1Gn|
35256075_842.extern|extern|776K|00:04:16|1Gn|
35256075_843|kplr000893647array.sh||00:04:12|1Gn|
35256075_843.batch|batch|9340K|00:04:12|1Gn|
35256075_843.extern|extern|776K|00:04:12|1Gn|
35256075_844|kplr000893647array.sh||00:04:07|1Gn|
35256075_844.batch|batch|9352K|00:04:07|1Gn|
35256075_844.extern|extern|776K|00:04:07|1Gn|
35256075_845|kplr000893647array.sh||00:04:26|1Gn|
35256075_845.batch|batch|9344K|00:04:26|1Gn|
35256075_845.extern|extern|772K|00:04:26|1Gn|
35256075_846|kplr000893647array.sh||00:03:52|1Gn|
35256075_846.batch|batch|9344K|00:03:52|1Gn|
35256075_846.extern|extern|776K|00:03:52|1Gn|
35256075_847|kplr000893647array.sh||00:04:04|1Gn|
35256075_847.batch|batch|9344K|00:04:04|1Gn|
35256075_847.extern|extern|772K|00:04:04|1Gn|
35256075_848|kplr000893647array.sh||00:03:52|1Gn|
35256075_848.batch|batch|9344K|00:03:52|1Gn|
35256075_848.extern|extern|776K|00:03:52|1Gn|
35256075_849|kplr000893647array.sh||00:04:07|1Gn|
35256075_849.batch|batch|9340K|00:04:07|1Gn|
35256075_849.extern|extern|776K|00:04:09|1Gn|
35256075_850|kplr000893647array.sh||00:03:57|1Gn|
35256075_850.batch|batch|9348K|00:03:57|1Gn|
35256075_850.extern|extern|776K|00:03:57|1Gn|
35256075_851|kplr000893647array.sh||01:46:03|1Gn|
35256075_851.batch|batch|9344K|01:46:03|1Gn|
35256075_851.extern|extern|772K|01:46:03|1Gn|
35256075_852|kplr000893647array.sh||01:31:41|1Gn|
35256075_852.batch|batch|9352K|01:31:41|1Gn|
